Gene	Product
ssnA	putative aminohydrolase SsnA
sspA	stringent starvation protein A
sspB	ClpXP protease specificity-enhancing factor
ssrS	6S RNA
sstT	serine/threonine:Na(+) symporter
ssuA	aliphatic sulfonate ABC transporter periplasmic
ssuB	aliphatic sulfonate ABC transporter ATP binding
ssuC	aliphatic sulfonate ABC transporter membrane
ssuD	FMNH2-dependent alkanesulfonate monooxygenase
ssuE	NADPH-dependent FMN reductase
stfQ	putative prophage side tail fiber protein StfQ
stfR	putative prophage side tail fiber protein StfR
stfZ	small antisense RNA StfZ
sthA	soluble pyridine nucleotide transhydrogenase
stpA	DNA-binding transcriptional repressor StpA with
sucA	subunit of E1(0) component of 2-oxoglutarate
sucB	2-oxoglutarate dehydrogenase E2 subunit
sucC	succinyl-CoA synthetase subunit beta
sucD	succinyl-CoA synthetase subunit alpha
sufA	iron-sulfur cluster insertion protein SufA
sufB	Fe-S cluster scaffold complex subunit SufB
sufC	Fe-S cluster scaffold complex subunit SufC
sufD	Fe-S cluster scaffold complex subunit SufD
sufE	sulfur carrier protein SufE
sufS	L-cysteine desulfurase
suhB	Nus factor SuhB
sulA	cell division inhibitor SulA
surA	chaperone SurA
sutR	DNA-binding transcriptional dual regulator SutR
sxy	transcriptional coactivator for CRP
syd	SecY-interacting protein
symE	nucleoid-associated protein SymE
symR	small regulatory RNA antitoxin SymR
tabA	DUF386 domain-containing toxin-antitoxin biofilm
tadA	tRNA adenosine(34) deaminase
tag	3-methyl-adenine DNA glycosylase I,
talA	transaldolase A
talB	transaldolase B
tam	trans-aconitate 2-methyltransferase
tamA	translocation and assembly module subunit TamA
tamB	translocation and assembly module subunit TamB
tap	methyl-accepting chemotaxis protein Tap
tapT	tRNA 3-amino-3-carboxypropyltransferase
tar	methyl-accepting chemotaxis protein Tar
tas	putative NADP(H)-dependent aldo-keto reductase
tatA	twin arginine protein translocation system -
tatB	twin arginine protein translocation system -
tatC	twin arginine protein translocation system -
tatD	3' -> 5' ssDNA/RNA exonuclease TatD
tatE	twin arginine protein translocation system -
tauA	taurine ABC transporter periplasmic binding
tauB	taurine ABC transporter ATP binding subunit
tauC	taurine ABC transporter membrane subunit
tauD	taurine dioxygenase
tcdA	tRNA threonylcarbamoyladenosine dehydratase
tcyJ	cystine ABC transporter periplasmic binding
tcyL	cystine ABC transporter membrane subunit
tcyN	cystine ABC transporter ATP binding subunit
tcyP	cystine/sulfocysteine:cation symporter
tdcA	DNA-binding transcriptional activator TdcA
tdcB	catabolic threonine dehydratase
tdcC	threonine/serine:H(+) symporter TdcC
tdcD	propionate kinase
tdcE	2-oxobutanoate formate-lyase/pyruvate
tdcF	putative enamine/imine deaminase
tdcG	L-serine deaminase III
tdcR	DNA-binding transcriptional activator TdcR
tdh	threonine dehydrogenase
tdk	thymidine/deoxyuridine kinase
tehA	tellurite resistance protein
tehB	tellurite methyltransferase
tesA	multifunctional acyl-CoA thioesterase I and
tesB	acyl-CoA thioesterase II
tfaD	putative tail fiber assembly protein TfaD
tfaE	putative tail fiber assembly protein TfaE
tfaP	putative tail fiber assembly protein TfaP
tfaQ	putative tail fiber assembly protein TfaQ
tfaR	putative tail fiber assembly protein TfaR
tfaX	protein TfaX
tff	putative small RNA T44
tgt	tRNA-guanine transglycosylase
thiB	thiamine ABC transporter periplasmic binding
thiC	phosphomethylpyrimidine synthase
thiD	bifunctional hydroxymethylpyrimidine
thiE	thiamine phosphate synthase
thiF	sulfur carrier protein ThiS adenylyltransferase
thiG	1-deoxy-D-xylulose 5-phosphate:thiol
thiH	2-iminoacetate synthase
thiI	tRNA uridine 4-sulfurtransferase
thiK	thiamine kinase
thiL	thiamine monophosphate kinase
thiM	hydroxyethylthiazole kinase
thiP	thiamine ABC transporter membrane subunit
thiQ	thiamine ABC transporter ATP binding subunit
thiS	sulfur carrier protein ThiS
thpR	RNA 2',3'-cyclic phosphodiesterase
thrA	fused aspartate kinase/homoserine dehydrogenase
thrB	homoserine kinase
thrC	threonine synthase
thrL	thr operon leader peptide
thrP	threonine/serine:H(+) symporter ThrP
thrS	threonine--tRNA ligase
thrT	tRNA-Thr
thrU	tRNA-Thr
thrV	tRNA-Thr
thrW	tRNA-Thr
thyA	thymidylate synthase
tig	trigger factor
tilS	tRNA(Ile)-lysidine synthetase
timP	putative toxic protein TimP
timR	putative small regulatory RNA TimR
tisB	membrane-depolarizing toxin TisB
tktA	transketolase 1
tktB	transketolase 2
tldD	metalloprotease subunit TldD
tldE	metalloprotease subunit TldE
tmaR	PTS system regulator TmaR
tmcA	tRNA(Met) cytidine acetyltransferase
tmk	Tmk
tnaA	tryptophanase
tnaB	tryptophan:H(+) symporter TnaB
tnaC	tnaAB operon leader peptide
tolA	Tol-Pal system protein TolA
tolB	Tol-Pal system periplasmic protein TolB
tolC	outer membrane channel TolC
tolQ	Tol-Pal system protein TolQ
tolR	Tol-Pal system protein TolR
tomB	Hha toxicity modulator TomB
tonB	Ton complex subunit TonB
topA	DNA topoisomerase I
topAI	toxin of the TopAI-YjhQ toxin-antitoxin system,
topB	DNA topoisomerase III
torA	trimethylamine N-oxide reductase 1
torC	cytochrome c menaquinol dehydrogenase TorC
torD	trimethylamine-N-oxide reductase-specific
torI	prophage CPS-53 recombination directionality
torR	DNA-binding transcriptional dual regulator TorR
torS	sensor histidine kinase TorS
torT	periplasmic trimethylamine-N-oxide binding
torY	cytochrome c quinol dehydrogenase TorY
torZ	trimethylamine N-oxide reductase 2
tpiA	triose-phosphate isomerase
tpr	protamine-like protein
tpx	lipid hydroperoxide peroxidase
tqsA	autoinducer 2 exporter
treA	periplasmic trehalase
treB	trehalose-specific PTS enzyme IIBC component
treC	trehalose-6-phosphate hydrolase
treF	cytoplasmic trehalase
treR	DNA-binding transcriptional repressor TreR
trg	methyl-accepting chemotaxis protein Trg
trhA	transmembrane homeostasis protein A
trhO	tRNA U34 hydroxylase TrhO
trhP	tRNA wobble base hydroxylation protein TrhP
trkA	NAD-binding component of Trk potassium
trkG	Na(+)-dependent K(+) transporter TrkG
trkH	K(+) transporter TrkH
trmA	tRNA m(5)U54 methyltransferase
trmB	tRNA m(7)G46 methyltransferase
trmD	tRNA m(1)G37 methyltransferase
trmH	tRNA (Gm18) 2'-O-methyltransferase
trmJ	tRNA Cm32/Um32 methyltransferase
trmL	tRNA (cytidine/uridine-2'-O)-ribose
trmO	tRNA m(6)t(6)A37 methyltransferase
trpA	tryptophan synthase subunit alpha
trpB	tryptophan synthase subunit beta
trpC	fused indole-3-glycerol phosphate
trpD	anthranilate synthase subunit TrpD
trpE	anthranilate synthase subunit TrpE
trpL	trp operon leader peptide
trpR	DNA-binding transcriptional repressor TrpR
trpS	tryptophan--tRNA ligase
trpT	tRNA-Trp
truA	tRNA pseudouridine(38-40) synthase
truB	tRNA pseudouridine(55) synthase
truC	tRNA pseudouridine(65) synthase
truD	tRNA pseudouridine(13) synthase
trxA	thioredoxin 1
trxB	thioredoxin reductase
trxC	thioredoxin 2
tsaB	N(6)-L-threonylcarbamoyladenine synthase, TsaB
tsaC	L-threonylcarbamoyladenylate synthase
tsaD	N(6)-L-threonylcarbamoyladenine synthase, TsaD
tsaE	N(6)-L-threonylcarbamoyladenine synthase, TsaE
tsf	protein chain elongation factor EF-Ts
tsgA	putative transporter TsgA
tsr	methyl-accepting chemotaxis protein Tsr
tsuA	thiosulfate transporter
tsuB	putative thiosulfate sulfurtransferase
tsx	nucleoside-specific channel-forming protein Tsx
ttcA	tRNA cytosine(32) 2-sulfurtransferase TtcA
ttdA	L(+)-tartrate dehydratase subunit alpha
ttdB	L(+)-tartrate dehydratase subunit beta
ttdR	DNA-binding transcriptional activator Dan
ttdT	L-tartrate:succinate antiporter
tufA	translation elongation factor Tu 1
tufB	translation elongation factor Tu 2
tus	DNA replication terminus site-binding protein
tusA	sulfur transfer protein TusA
tusB	sulfurtransferase complex subunit TusB
tusC	sulfurtransferase complex subunit TusC
tusD	sulfurtransferase complex subunit TusD
tusE	sulfur transfer protein TusE
tynA	copper-containing amine oxidase
tyrA	fused chorismate mutase/prephenate
tyrB	tyrosine aminotransferase
tyrP	tyrosine:H(+) symporter
tyrR	DNA-binding transcriptional dual regulator TyrR
tyrS	tyrosine--tRNA ligase
tyrT	tRNA-Tyr
tyrU	tRNA-Tyr
tyrV	tRNA-Tyr
uacT	urate:H(+) symporter
ubiA	4-hydroxybenzoate octaprenyltransferase
ubiB	ubiquinone biosynthesis protein UbiB
ubiC	chorismate lyase
ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase
ubiE	bifunctional
ubiF	3-demethoxyubiquinol 3-hydroxylase
ubiG	bifunctional 3-demethylubiquinone-8
ubiH	2-octaprenyl-6-methoxyphenol 4-hydroxylase
ubiI	2-octaprenylphenol 6-hydroxylase
ubiJ	ubiquinone biosynthesis accessory factor UbiJ
ubiK	ubiquinone biosynthesis accessory factor UbiK
ubiT	anaerobic ubiquinone biosynthesis accessory
ubiU	ubiquinone biosynthesis protein UbiU
ubiV	ubiquinone biosynthesis protein UbiV
ubiX	flavin prenyltransferase
ucpA	oxidoreductase UcpA
udk	uridine/cytidine kinase
udp	uridine phosphorylase
ugd	UDP-glucose 6-dehydrogenase
ugpA	sn-glycerol 3-phosphate ABC transporter membrane
ugpB	sn-glycerol 3-phosphate ABC transporter
ugpC	sn-glycerol 3-phosphate ABC transporter ATP
ugpE	sn-glycerol 3-phosphate ABC transporter membrane
ugpQ	glycerophosphodiester phosphodiesterase UgpQ
uhpA	DNA-binding transcriptional activator UhpA
uhpB	sensor histidine kinase UhpB
uhpC	inner membrane protein sensing
uhpT	hexose-6-phosphate:phosphate antiporter
uhpU	small RNA UhpU
uidA	beta-glucuronidase
uidB	glucuronide:H(+) symporter
uidC	outer membrane porin family protein UidC
uidR	DNA-binding transcriptional repressor UidR
ulaA	L-ascorbate specific PTS enzyme IIC component
ulaB	L-ascorbate specific PTS enzyme IIB component
ulaC	L-ascorbate specific PTS enzyme IIA component
ulaD	3-keto-L-gulonate-6-phosphate decarboxylase
ulaE	L-ribulose-5-phosphate 3-epimerase UlaE
ulaF	L-ribulose-5-phosphate 4-epimerase UlaF
ulaG	L-ascorbate-6-phosphate lactonase
ulaR	DNA-binding transcriptional repressor UlaR
umpG	broad specificity 5'(3')-nucleotidase and
umpH	UMP phosphatase
umuC	DNA polymerase V catalytic protein
umuD	DNA polymerase V protein UmuD
ung	uracil-DNA glycosylase
uof	RyhB-regulated fur leader peptide
upp	uracil phosphoribosyltransferase
uraA	uracil:H(+) symporter UraA
usg	putative semialdehyde dehydrogenase Usg
ushA	5'-nucleotidase/UDP-sugar hydrolase
uspA	universal stress protein A
uspB	universal stress protein B
uspC	universal stress protein C
uspD	universal stress protein D
uspE	universal stress protein E
uspF	universal stress protein F
uspG	universal stress protein G
uup	ATP-binding protein Uup
uvrA	UvrABC excision nuclease subunit A
uvrB	UvrABC excision nuclease subunit B
uvrC	UvrABC excision nuclease subunit C
uvrD	DNA helicase II
uvrY	DNA-binding transcriptional activator UvrY
uxaA	D-altronate dehydratase
uxaB	tagaturonate reductase
uxaC	D-glucoronate/D-galacturonate isomerase
uxuA	D-mannonate dehydratase
uxuB	D-mannonate oxidoreductase
uxuR	DNA-binding transcriptional repressor UxuR
valS	valine--tRNA ligase
valT	tRNA-Val
valU	tRNA-Val
valV	tRNA-Val
valW	tRNA-Val
valX	tRNA-Val
valY	tRNA-Val
valZ	tRNA-Val
ves	HutD family protein Ves
viaA	protein ViaA
vsr	DNA mismatch endonuclease Vsr
waaA	KDO transferase
waaB	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,
waaC	ADP-heptose:LPS heptosyltransferase 1
waaF	ADP-heptose--LPS heptosyltransferase 2
waaG	lipopolysaccharide glucosyltransferase I
waaH	UDP-glucuronate:LPS(HepIII) glycosyltransferase
waaJ	UDP-glucose:(glucosyl)LPS
waaL	O-antigen ligase
waaO	UDP-D-glucose:(glucosyl)LPS
waaP	lipopolysaccharide core heptose (I) kinase
waaQ	lipopolysaccharide core heptosyltransferase 3
waaS	lipopolysaccharide core biosynthesis protein
waaU	putative ADP-heptose:LPS heptosyltransferase 4
waaY	lipopolysaccharide core heptose (II) kinase
waaZ	lipopolysaccharide core biosynthesis protein
wbbH	putative O-antigen polymerase
wbbI	beta-1,6-galactofuranosyltransferase WbbI
wbbJ	putative lipopolysaccharide biosynthesis
wbbK	putative glycosyltransferase WbbK
wbbL	interrupted rhamnosyltransferase WbbL
wcaA	UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-
wcaB	colanic acid biosynthesis acetyltransferase
wcaC	colanic acid biosynthesis galactosyltransferase
wcaD	colanic acid polymerase
wcaE	GDP-Fuc:2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-
wcaF	colanic acid biosynthesis acetyltransferase
wcaI	colanic acid biosynthesis fucosyltransferase
wcaJ	UDP-glucose:undecaprenyl-phosphate
wcaK	colanic acid biosynthesis pyruvyl transferase
wcaL	putative colanic acid biosynthesis glycosyl
wcaM	putative colanic acid biosynthesis protein WcaM
wecA	UDP-N-acetylglucosamine--undecaprenyl-phosphate
wecB	UDP-N-acetylglucosamine 2-epimerase
wecC	UDP-N-acetyl-D-mannosamine dehydrogenase
wecE	dTDP-4-dehydro-6-deoxy-D-glucose transaminase
wecF	TDP-N-acetylfucosamine:lipid II
wecH	O-acetyltransferase WecH
wrbA	NAD(P)H:quinone oxidoreductase
wza	outer membrane polysaccharide export protein
wzb	protein-tyrosine phosphatase
wzc	protein-tyrosine kinase Wzc
wzxC	colanic acid repeat unit flippase
wzxE	lipid IIIECA flippase
wzyE	enterobacterial common antigen polymerase
wzzB	O-antigen co-polymerase
wzzE	enterobacterial common antigen polysaccharide
xanP	xanthine:H(+) symporter XanP
xanQ	xanthine:H(+) symporter XanQ
xapA	xanthosine phosphorylase
xapB	xanthosine:H(+) symporter XapB
xapR	DNA-binding transcriptional activator XapR
xdhA	putative xanthine dehydrogenase
xdhB	putative xanthine dehydrogenase FAD-binding
xdhC	putative xanthine dehydrogenase [Fe-S]-binding
xdhD	fused putative xanthine/hypoxanthine oxidase:
xerC	site-specific tyrosine recombinase
xerD	site-specific recombinase
xisE	putative excisionase
xisR	excisionase
xseA	exodeoxyribonuclease VII subunit XseA
xseB	exodeoxyribonuclease VII subunit XseB
xthA	exodeoxyribonuclease III
xtpA	putative transcriptional regulator XtpA
xylA	xylose isomerase
xylB	xylulokinase
xylE	D-xylose:H(+) symporter
xylF	xylose ABC transporter periplasmic binding
xylG	xylose ABC transporter ATP binding subunit
xylH	xylose ABC transporter membrane subunit
xylR	DNA-binding transcriptional dual regulator XylR
xylZ	small RNA XylZ
xynR	DNA-binding transcriptional repressor XynR
yaaA	DNA binding and peroxide stress response protein
yaaI	DUF2541 domain-containing protein YaaI
yaaJ	putative transporter YaaJ
yaaU	putative transporter YaaU
yaaW	putative enzyme-specific chaperone YaaW
yaaX	DUF2502 domain-containing protein YaaX
yaaY	DUF2575 domain-containing protein YaaY
yabI	DedA family protein YabI
yabP	putative uncharacterized protein YabP
yabQ	protein YabQ
yabR	protein YabR
yacC	putative lipoprotein YacC
yacG	DNA gyrase inhibitor YacG
yacH	DUF3300 domain-containing protein YacH
yacL	PF06062 family protein YacL
yacM	protein YacM
yadC	fimbrial tip-adhesin YadC
yadE	putative polysaccharide deacetylase lipoprotein
yadG	putative ABC transporter ATP-binding protein
yadH	putative ABC transporter membrane subunit YadH
yadI	putative PTS enzyme IIA component YadI
yadK	putative fimbrial protein YadK
yadL	putative fimbrial protein YadL
yadM	putative fimbrial protein YadM
yadN	putative fimbrial protein YadN
yadS	PF03458 family protein YadS
yadV	putative fimbrial chaperone YadV
yadW	protein YadW
yadX	protein YadX
yaeF	peptidase C92 family protein YaeF
yaeH	DUF3461 domain-containing protein YaeH
yaeI	phosphodiesterase YaeI
yaeP	PF06786 family protein YaeP
yaeQ	uncharacterized protein YaeQ
yaeR	VOC domain-containing protein YaeR
yafC	DNA-binding transcriptional regulator YafC
yafD	endonuclease/exonuclease/phosphatase
yafE	putative S-adenosylmethionine-dependent
yafJ	putative glutamine amidotransferase YafJ
yafL	NlpC/P60 family protein YafL
yafN	antitoxin YafN
yafO	ribosome-dependent mRNA interferase toxin YafO
yafP	putative N-acetyltransferase YafP
yafQ	ribosome-dependent mRNA interferase toxin YafQ
yafS	putative S-adenosyl-L-methionine-dependent
yafT	lipoprotein YafT
yafV	2-oxoglutaramate amidase
yafW	antitoxin of the YkfI-YafW toxin-antitoxin pair
yafX	protein YafX
yafY	inner membrane lipoprotein YafY
yafZ	DUF932 domain-containing protein YafZ
yagA	integrase core domain-containing protein YagA
yagB	orphan antitoxin YagB
yagE	2-dehydro-3-deoxygluconate aldolase
yagF	D-xylonate dehydratase
yagG	putative D-xylonate transporter YagG
yagH	putative xylosidase/arabinosidase
yagJ	protein YagJ
yagK	uncharacterized protein YagK
yagL	resolvase-like catalytic domain-containing
yagM	protein YagM
yagN	protein YagN
yagP	putative LysR family substrate binding
yagU	DUF1440 domain-containing inner membrane protein
yahB	putative LysR-type DNA-binding transcriptional
yahC	uncharacterized protein YahC
yahD	ankyrin repeat-containing protein YahD
yahE	DUF2877 domain-containing protein YahE
yahF	putative acyl-CoA synthetase YahF
yahG	DUF1116 domain-containing protein YahG
yahH	putative uncharacterized protein YahH
yahI	carbamate kinase-like protein YahI
yahJ	amidohydrolase family protein YahJ
yahK	aldehyde reductase, NADPH-dependent
yahL	uncharacterized protein YahL
yahM	uncharacterized protein YahM
yahN	putative amino acid exporter YahN
yahO	DUF1471 domain-containing protein YahO
yahV	protein YahV
yaiA	protein YaiA
yaiI	DUF188 domain-containing protein YaiI
yaiL	DUF2058 domain-containing protein YaiL
yaiO	outer membrane protein YaiO
yaiP	putative glucosyltransferase
yaiS	putative deacetylase YaiS
yaiT	putative autotransporter YaiT
yaiW	surface-exposed outer membrane lipoprotein
yaiX	putative acyltransferase, N-terminal fragment
yaiY	DUF2755 domain-containing inner membrane protein
yaiZ	DUF2754 domain-containing protein YaiZ
yajC	Sec translocon accessory complex subunit YajC
yajD	HNH nuclease family protein YajD
yajG	putative lipoprotein YajG
yajI	putative lipoprotein YajI
yajL	protein/nucleic acid deglycase 3
yajO	1-deoxyxylulose-5-phosphate synthase YajO
yajQ	nucleotide binding protein YajQ
yajR	putative transport protein YajR
ybaA	DUF1428 domain-containing protein YbaA
ybaB	putative nucleoid-associated protein YbaB
ybaE	uncharacterized protein YbaE
ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
ybaL	putative transporter YbaL
ybaM	DUF2496 domain-containing protein YbaM
ybaN	DUF454 domain-containing inner membrane protein
ybaP	TraB family protein YbaP
ybaQ	DNA-binding transcriptional regulator YbaQ
ybaT	putative transporter YbaT
ybaV	helix-hairpin-helix 3 family protein
ybaY	PF09619 family lipoprotein YbaY
ybaZ	DNA base-flipping protein
ybbA	putative ABC transporter ATP-binding protein
ybbC	PF15631 family protein YbbC
ybbJ	NfeD-like family protein YbbJ
ybbO	NADP(+)-dependent aldehyde reductase YbbO
ybbP	putative ABC transporter membrane subunit YbbP
ybbY	putative purine transporter
ybcF	putative carbamate kinase
ybcH	putative exopolysaccharide secretion system
ybcI	PF04307 family inner membrane protein YbcI
ybcJ	putative RNA-binding protein YbcJ
ybcK	putative recombinase YbcK
ybcL	periplasmic protein YbcL
ybcM	putative DNA-binding transcriptional regulator
ybcN	DNA base-flipping protein
ybcO	putative nuclease YbcO
ybcV	DUF1398 domain-containing protein YbcV
ybcW	uncharacterized protein YbcW
ybdD	PF04328 family protein YbdD
ybdF	PF04237 family protein YbdF
ybdG	miniconductance mechanosensitive channel YbdG
ybdJ	DUF1158 domain-containing protein YbdJ
ybdK	putative glutamate--cysteine ligase 2
ybdL	methionine transaminase
ybdM	ParB-like nuclease domain-containing protein
ybdN	putative PAPS reductase/DUF3440
ybdR	putative Zn(2(+))-dependent alcohol
ybdZ	enterobactin biosynthesis protein YbdZ
ybeD	DUF493 domain-containing protein YbeD
ybeF	putative DNA-binding transcriptional regulator
ybeL	DUF1451 domain-containing protein YbeL
ybeQ	Sel1 repeat-containing protein YbeQ
ybeR	DUF1266 domain-containing protein YbeR
ybeT	Sel1 repeat-containing protein YbeT
ybeU	DUF1266 domain-containing protein YbeU
ybeX	CorC-HlyC family protein YbeX
ybeY	endoribonuclease YbeY
ybeZ	PhoH-like protein
ybfA	DUF2517 domain-containing protein YbfA
ybfB	uncharacterized protein YbfB
ybfC	uncharacterized protein YbfC
ybfD	H repeat-associated putative transposase YbfD
ybfE	ribbon-helix-helix domain-containing protein
ybfF	esterase
ybfP	lipoprotein YbfP
ybfQ	inactive transposase YbfQ
ybgA	DUF1722 domain-containing protein YbgA
ybgC	esterase/thioesterase
ybgD	putative fimbrial protein YbgD
ybgE	PF09600 family protein YbgE
ybgI	radiation resistance protein YbgI
ybgO	putative fimbrial protein YbgO
ybgP	putative fimbrial chaperone YbgP
ybgQ	putative fimbrial usher protein YbgQ
ybgS	PF13985 family protein YbgS
ybgU	protein YbgU
ybgV	protein YbgV
ybhA	pyridoxal phosphate/fructose-1,6-bisphosphate
ybhB	putative kinase inhibitor
ybhC	outer membrane lipoprotein YbhC
ybhD	putative DNA-binding transcriptional regulator
ybhF	ABC exporter ATP binding subunit YbhF
ybhG	HlyD_D23 family protein YbhG
ybhH	putative isomerase YbhH
ybhI	putative tricarboxylate transporter
ybhJ	putative hydratase YbhJ
ybhK	putative transferase YbhK
ybhL	Bax1-I family protein YbhL
ybhM	Bax1-I family protein YbhM
ybhN	PF03706 family inner membrane protein YbhN
ybhP	endonuclease/exonuclease/phosphatase
ybhQ	inner membrane protein YbhQ
ybhR	ABC exporter membrane subunit YbhR
ybhS	ABC exporter membrane subunit YbhS
ybiA	N-glycosidase YbiA
ybiB	nonspecific DNA-binding protein YbiB
ybiE	protein YbiE
ybiI	zinc finger domain-containing protein YbiI
ybiJ	DUF1471 domain-containing protein YbiJ
ybiO	moderate conductance mechanosensitive channel
ybiR	putative transporter YbiR
ybiT	putative ATP-binding protein YbiT
ybiU	DUF1479 domain-containing protein YbiU
ybiV	sugar phosphatase YbiV
ybiW	putative pyruvate formate lyase
ybiX	PKHD-type hydroxylase YbiX
ybiY	putative pyruvate formate-lyase activating
ybjC	DUF1418 domain-containing protein YbjC
ybjD	DUF2813 domain-containing protein YbjD
ybjG	undecaprenyl pyrophosphate phosphatase
ybjH	uncharacterized protein YbjH
ybjI	5-amino-6-(5-phospho-D-ribitylamino)uracil
ybjJ	inner membrane protein YbjJ
ybjL	putative transport protein YbjL
ybjM	putative inner membrane protein
ybjN	protein YbjN
ybjO	putative inner membrane protein
ybjP	DUF3828 domain-containing lipoprotein YbjP
ybjQ	putative heavy metal binding protein YbjQ
ybjS	putative epimerase YbjS
ybjT	putative NAD(P)-binding protein YbjT
ybjX	DUF535 domain-containing protein YbjX
ycaC	putative hydrolase YcaC
ycaD	putative transporter YcaD
ycaI	metallo-beta-lactamase superfamily inner
ycaK	putative oxidoreductase YcaK
ycaL	periplasmic protease YcaL
ycaM	putative transporter YcaM
ycaN	putative DNA-binding transcriptional regulator
ycaO	ribosomal protein S12 methylthiotransferase
ycaP	DUF421 domain-containing protein YcaP
ycaQ	interstrand DNA crosslink repair glycosylase
ycaR	PF03966 family protein YcaR
ycbF	putative fimbrial chaperone YcbF
ycbJ	putative phosphotransferase YcbJ
ycbU	putative fimbrial protein YcbU
ycbV	putative fimbrial protein YcbV
ycbX	6-N-hydroxylaminopurine resistance protein
ycbZ	putative ATP-dependent protease YcbZ
yccA	modulator of FtsH protease
yccE	uncharacterized protein YccE
yccF	PF03733 family inner membrane protein YccF
yccJ	PF13993 family protein YccJ
yccM	putative electron transport protein YccM
yccS	putative transporter YccS
yccU	putative HspQ acetyl donor
yccX	acylphosphatase
ycdU	uncharacterized protein YcdU
ycdX	zinc-binding phosphatase YcdX
ycdY	chaperone protein YcdY
ycdZ	inner membrane protein YcdZ
yceB	putative lipid-binding lipoprotein YceB
yceD	DUF177 domain-containing protein YceD
yceF	m(7)GTP pyrophosphatase
yceH	DUF480 domain-containing protein YceH
yceI	protein YceI
yceJ	putative cytochrome b561 YceJ
yceK	DUF1375 domain-containing lipoprotein YceK
yceM	putative oxidoreductase YceM
yceO	DUF2770 domain-containing protein YceO
yceQ	DUF2655 domain-containing protein YceQ
ycfH	putative metal-dependent hydrolase YcfH
ycfJ	PF05433 family protein YcfJ
ycfK	protein StfP
ycfL	DUF1425 domain-containing protein YcfL
ycfP	PF05728 family protein YcfP
ycfT	inner membrane protein YcfT
ycfZ	putative inner membrane protein YcfZ
ycgB	PF04293 family protein YcgB
ycgJ	PF05666 family protein YcgJ
ycgL	PF05166 family protein YcgL
ycgM	oxaloacetate tautomerase
ycgN	putative metal-chelating domain-containing
ycgR	flagellar brake protein YcgR
ycgV	putative autotransporter adhesin YcgV
ycgX	DUF1398 domain-containing protein YcgX
ycgY	uncharacterized protein YcgY
ycgZ	putative two-component system connector protein
ychA	transglutaminase-like/TPR repeat-containing
ychE	MarC family putative inner membrane protein
ychF	redox-responsive ATPase YchF
ychH	stress-induced protein
ychJ	NTF2-like domain-containing protein YchJ
ychN	DsrE/F sulfur relay family protein YchN
ychO	putative invasin YchO
ychQ	SirB family protein YchQ
ychS	putative uncharacterized protein YchS
ychT	protein YchT
yciA	acyl-CoA thioesterase YciA
yciB	inner membrane protein YciB
yciC	putative inner membrane protein
yciE	DUF892 domain-containing protein YciE
yciF	DUF892 domain-containing protein YciF
yciG	stress-induced bacterial acidophilic repeat
yciH	putative translation factor
yciI	protein YciI
yciK	putative oxidoreductase
yciN	protein YciN
yciO	putative RNA-binding protein YciO
yciQ	DUF2207 domain-containing protein YciQ
yciT	DNA-binding transcriptional dual regulator YciT
yciU	DUF440 domain-containing protein YciU
yciW	putative peroxidase YciW
yciX	uncharacterized protein YciX
yciY	uncharacterized protein YciY
yciZ	UPF0509 family protein YciZ
ycjD	DUF559 domain-containing protein YcjD
ycjF	DUF697 domain-containing inner membrane protein
ycjG	L-Ala-D/L-Glu epimerase
ycjM	glucosylglycerate phosphorylase
ycjN	putative ABC transporter periplasmic binding
ycjO	putative ABC transporter membrane subunit YcjO
ycjP	putative ABC transporter membrane subunit YcjP
ycjQ	D-guloside 3-dehydrogenase
ycjR	3-dehydro-D-guloside 4-epimerase
ycjS	D-glucoside 3-dehydrogenase
ycjT	kojibiose phosphorylase
ycjU	beta-phosphoglucomutase
ycjW	DNA-binding transcriptional repressor YcjW
ycjX	DUF463 domain-containing protein YcjX
ycjY	putative hydrolase YcjY
ydaE	zinc-binding protein
ydaF	DUF1391 domain-containing protein YdaF
ydaG	uncharacterized protein YdaG
ydaS	putative DNA-binding transcriptional regulator
ydaT	DNA binding transcriptional activator YdaT
ydaU	DUF1376 domain-containing protein YdaU
ydaV	putative ATP-binding protein YdaV
ydaW	putative uncharacterized protein YdaW
ydaY	putative uncharacterized protein YdaY
ydbA	putative outer membrane protein, N-terminal
ydbD	DUF2773 domain-containing protein YdbD
ydbH	putative intermembrane phospholipid transport
ydbJ	DUF333 domain-containing protein YdbJ
ydbK	putative pyruvate-flavodoxin oxidoreductase
ydbL	DUF1318 domain-containing protein YdbL
ydcA	protein YdcA
ydcC	H repeat-associated putative transposase YdcC
ydcD	uncharacterized protein YdcD
ydcF	DUF218 domain-containing protein YdcF
ydcH	DUF465 domain-containing protein YdcH
ydcI	DNA-binding transcriptional dual regulator YdcI
ydcJ	DUF1338 domain-containing protein YdcJ
ydcK	putative acyltransferase YdcK
ydcL	DUF3313 domain-containing lipoprotein YdcL
ydcO	putative transport protein YdcO
ydcR	fused putative DNA-binding transcriptional
