Gene	Product	Virulence?
dosP	oxygen-sensing c-di-GMP phosphodiesterase DosP	No
dpaA	peptidoglycan meso-diaminopimelic acid protein	No
dpiA	DNA-binding transcriptional dual regulator DpiA	No
dpiB	sensor histidine kinase DpiB	No
dppA	dipeptide ABC transporter periplasmic binding	No
dppB	dipeptide ABC transporter membrane subunit DppB	No
dppC	dipeptide ABC transporter membrane subunit DppC	No
dppD	dipeptide ABC transporter ATP binding subunit	No
dppF	dipeptide ABC transporter ATP binding subunit	No
dps	DNA protection during starvation protein	No
drpB	cell division protein DrpB	No
dsbA	thiol:disulfide oxidoreductase DsbA	No
dsbB	protein thiol:quinone oxidoreductase DsbB	No
dsbC	protein disulfide isomerase DsbC	No
dsbD	thiol-disulfide exchange protein DsbD	No
dsbG	protein sulfenic acid reductase and chaperone	No
dsdA	D-serine ammonia-lyase	No
dsdC	DNA-binding transcriptional dual regulator DsdC	No
dsdX	D-serine transporter	No
dsrA	small regulatory RNA DsrA	No
dsrB	protein DsrB	No
dtd	D-aminoacyl-tRNA deacylase	No
dtpA	dipeptide/tripeptide:H(+) symporter DtpA	No
dtpB	dipeptide/tripeptide:H(+) symporter DtpB	No
dtpC	dipeptide/tripeptide:H(+) symporter DtpC	No
dtpD	dipeptide:H(+) symporter DtpD	No
dusA	tRNA-dihydrouridine synthase A	No
dusB	tRNA-dihydrouridine synthase B	No
dusC	tRNA-dihydrouridine(16) synthase	No
dut	dUTP diphosphatase	No
dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	No
dxs	1-deoxy-D-xylulose-5-phosphate synthase	No
eamA	cysteine/O-acetylserine exporter EamA	No
eamB	cysteine/O-acetylserine exporter EamB	No
ebgA	evolved beta-D-galactosidase subunit alpha	No
ebgC	DUF386 domain-containing evolved	No
ebgR	DNA-binding transcriptional repressor EbgR	No
ecnA	entericidin A lipoprotein, antidote to	No
ecnB	bacteriolytic entericidin B lipoprotein	No
eco	serine protease inhibitor ecotin	No
ecpA	common pilus major subunit	No
ecpB	putative fimbrial chaperone EcpB	No
ecpC	putative fimbrial usher protein EcpC	No
ecpD	fimbrial adhesin EcpD	No
ecpE	putative fimbrial chaperone EcpE	No
eda	KHG/KDPG aldolase	No
edd	phosphogluconate dehydratase	No
efeB	heme-containing peroxidase/deferrochelatase	No
efeO	Fe(2(+)) transport system protein EfeO	No
efp	protein chain elongation factor EF-P	No
elaA	putative acetyltransferase ElaA	No
elaB	tail-anchored inner membrane protein ElaB	No
elaD	protease ElaD	No
elbB	low activity glyoxalase ElbB	No
elfA	putative laminin-binding fimbrial subunit	No
elfC	putative fimbrial usher protein ElfC	No
elfD	putative fimbrial chaperone ElfD	No
elfG	putative fimbrial-like adhesin protein	No
elyC	envelope biogenesis factor	No
emrA	multidrug efflux pump membrane fusion protein	No
emrB	multidrug efflux pump membrane subunit EmrB	No
emrD	multidrug efflux pump EmrD	No
emrE	multidrug/betaine/choline efflux transporter	No
emrK	tripartite efflux pump membrane fusion protein	No
emrY	tripartite efflux pump membrane subunit EmrY	No
emtA	lytic murein transglycosylase E	No
endA	DNA-specific endonuclease I	No
eno	enolase	No
entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	No
entB	enterobactin synthase component B	No
entC	isochorismate synthase EntC	No
entD	phosphopantetheinyl transferase EntD	No
entE	2,3-dihydroxybenzoate-AMP ligase	No
entF	apo-serine activating enzyme	No
entH	proofreading thioesterase in enterobactin	No
entS	enterobactin exporter EntS	No
envC	murein hydrolase activator EnvC	No
envR	DNA-binding transcriptional repressor EnvR	No
envY	DNA-binding transcriptional activator EnvY	No
envZ	sensor histidine kinase EnvZ	No
epd	D-erythrose-4-phosphate dehydrogenase	No
epmA	EF-P-lysine lysyltransferase	No
epmB	lysine 2,3-aminomutase	No
epmC	EF-P-Lys34 hydroxylase	No
eptA	phosphoethanolamine transferase EptA	No
eptB	phosphoethanolamine transferase EptB	No
eptC	phosphoethanolamine transferase EptC	No
era	30S ribosomal subunit maturation GTPase Era	No
erpA	iron-sulfur cluster insertion protein ErpA	No
esrE	small RNA EsrE	No
essD	putative phage lysis protein	No
essQ	putative prophage lysis protein EssQ	No
etk	protein-tyrosine kinase Etk	No
etp	phosphotyrosine-protein phosphatase Etp	No
ettA	energy-dependent translational throttle protein	No
eutA	ethanolamine ammonia-lyase reactivase EutA	No
eutB	ethanolamine ammonia-lyase subunit alpha	No
eutC	ethanolamine ammonia-lyase subunit beta	No
eutD	phosphate acetyltransferase EutD	No
eutE	acetaldehyde dehydrogenase (acetylating) EutE	No
eutG	putative alcohol dehydrogenase EutG	No
eutH	putative ethanolamine permease EutH	No
eutJ	putative ethanolamine utilization chaperonin	No
eutK	putative structural protein, ethanolamine	No
eutL	putative structural protein, ethanolamine	No
eutM	putative ethanolamine catabolic microcompartment	No
eutN	putative ethanolamine catabolic microcompartment	No
eutP	putative ethanolamine utilization acetate kinase	No
eutQ	putative ethanolamine utilization acetate kinase	No
eutR	putative DNA-binding transcriptional regulator	No
eutS	putative ethanolamine catabolic microcompartment	No
eutT	putative ethanolamine utilization cobalamin	No
evgA	DNA-binding transcriptional activator EvgA	No
evgL	protein EvgL	No
evgS	sensor histidine kinase EvgS	No
exbB	Ton complex subunit ExbB	No
exbD	Ton complex subunit ExbD	No
exoX	exonuclease X	No
exuR	DNA-binding transcriptional repressor ExuR	No
exuT	hexuronate transporter	No
eyeA	small RNA EyeA	No
fabA	beta-hydroxyacyl-acyl carrier protein	No
fabB	3-oxoacyl-[acyl carrier protein] synthase 1	No
fabD	[acyl-carrier-protein] S-malonyltransferase	No
fabF	3-oxoacyl-[acyl carrier protein] synthase 2	No
fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	No
fabH	3-oxoacyl-[acyl carrier protein] synthase 3	No
fabI	enoyl-[acyl-carrier-protein] reductase	No
fabR	DNA-binding transcriptional repressor FabR	No
fabY	putative fatty acid biosynthesis enzyme FabY	No
fabZ	3-hydroxy-acyl-[acyl-carrier-protein]	No
fadA	3-ketoacyl-CoA thiolase	No
fadB	multifunctional enoyl-CoA hydratase,	No
fadD	long-chain-fatty-acid--CoA ligase	No
fadE	acyl-CoA dehydrogenase	No
fadH	2,4-dienoyl-CoA reductase	No
fadI	3-ketoacyl-CoA thiolase FadI	No
fadJ	multifunctional 3-hydroxyacyl-CoA	No
fadK	medium-chain-fatty-acid--CoA ligase	No
fadL	long-chain fatty acid outer membrane	No
fadM	long-chain acyl-CoA thioesterase FadM	No
fadR	DNA-binding transcriptional dual regulator FadR	No
fau	5-formyltetrahydrofolate cyclo-ligase	No
fbaA	fructose-bisphosphate aldolase class II	No
fbaB	fructose-bisphosphate aldolase class I	No
fbp	fructose-1,6-bisphosphatase 1	No
fcl	GDP-L-fucose synthase	No
fdhD	sulfurtransferase for molybdenum cofactor	No
fdhE	formate dehydrogenase formation protein	No
fdhF	formate dehydrogenase H	No
fdnG	formate dehydrogenase N subunit alpha	No
fdnH	formate dehydrogenase N subunit beta	No
fdnI	formate dehydrogenase N subunit gamma	No
fdoG	formate dehydrogenase O subunit alpha	No
fdoH	formate dehydrogenase O subunit beta	No
fdoI	formate dehydrogenase O subunit gamma	No
fdrA	putative oxamate carbamoyltransferase FdrA	No
fdx	reduced ferredoxin	No
feaB	phenylacetaldehyde dehydrogenase	No
feaR	DNA-binding transcriptional activator FeaR	No
fecA	ferric citrate outer membrane transporter	No
fecB	ferric citrate ABC transporter periplasmic	No
fecC	ferric citrate ABC transporter membrane subunit	No
fecD	ferric citrate ABC transporter membrane subunit	No
fecE	ferric citrate ABC transporter ATP binding	No
fecI	RNA polymerase sigma factor FecI	No
fecR	ferric citrate regulator FecR	No
feoA	Fe(2(+)) transport protein A	No
feoB	Fe(2(+)) transporter FeoB	No
feoC	Fe(2(+)) transport protein FeoC	No
fepA	ferric enterobactin outer membrane transporter	No
fepB	ferric enterobactin ABC transporter periplasmic	No
fepC	ferric enterobactin ABC transporter ATP binding	No
fepD	ferric enterobactin ABC transporter membrane	No
fepE	polysaccharide co-polymerase family protein	No
fepG	ferric enterobactin ABC transporter membrane	No
fes	ferric enterobactin esterase	No
fetA	putative iron ABC exporter ATP-binding subunit	No
fetB	putative iron ABC exporter membrane subunit	No
ffh	signal recognition particle protein component	No
ffs	signal recognition particle 4.5S RNA	No
fhlA	DNA-binding transcriptional activator FhlA	No
fhuA	ferrichrome outer membrane transporter/phage	No
fhuB	Fe(3(+)) hydroxamate ABC transporter membrane	No
fhuC	Fe(3(+)) hydroxamate ABC transporter ATP binding	No
fhuD	Fe(3(+)) hydroxamate ABC transporter periplasmic	No
fhuE	ferric coprogen/ferric rhodotorulic acid outer	No
fhuF	ferric-siderophore reductase FhuF	No
fic	putative adenosine monophosphate--protein	No
fieF	Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter	No
fimA	type 1 fimbriae major subunit	Yes
fimB	Type 1 fimbriae regulatory protein FimB	Yes
fimC	type 1 fimbriae periplasmic chaperone	Yes
fimD	type I fimbriae usher protein	Yes
fimE	regulator for fimA	No
fimF	type 1 fimbriae minor subunit FimF	Yes
fimG	type 1 fimbriae minor subunit FimG	Yes
fimH	type 1 fimbriae D-mannose specific adhesin	Yes
fimI	putative fimbrial protein FimI	No
fimR2	small regulatory RNA FimR2	No
fimZ	LuxR family transcriptional regulator FimZ	No
fis	DNA-binding transcriptional dual regulator Fis	No
fiu	Fe catecholate outer membrane transporter Fiu	No
fixA	putative electron transfer flavoprotein FixA	No
fixB	putative electron transfer flavoprotein FixB	No
fixC	putative oxidoreductase FixC	No
fixX	putative ferredoxin FixX	No
fklB	peptidyl-prolyl cis-trans isomerase FklB	No
fkpA	peptidyl-prolyl cis-trans isomerase/OMP	No
fkpB	peptidyl-prolyl cis-trans isomerase FkpB	No
fldA	flavodoxin 1	No
fldB	flavodoxin 2	No
flgA	flagellar basal body P-ring formation protein	No
flgB	flagellar basal-body rod protein FlgB	No
flgC	flagellar basal-body rod protein FlgC	No
flgD	flagellar biosynthesis, initiation of hook	No
flgE	flagellar hook protein FlgE	No
flgF	flagellar basal-body rod protein FlgF	No
flgG	flagellar basal-body rod protein FlgG	No
flgH	flagellar L-ring protein	No
flgI	flagellar P-ring protein	No
flgJ	putative peptidoglycan hydrolase FlgJ	No
flgK	flagellar hook-filament junction protein 1	No
flgL	flagellar hook-filament junction protein 2	No
flgM	anti-sigma factor for FliA (sigma(28))	No
flgN	flagellar biosynthesis protein FlgN	No
flgO	small RNA FlgO	No
flhA	flagellar biosynthesis protein FlhA	No
flhB	flagellar biosynthesis protein FlhB	No
flhC	DNA-binding transcriptional dual regulator FlhC	No
flhD	DNA-binding transcriptional dual regulator FlhD	No
flhE	flagellar protein FlhE	No
fliA	RNA polymerase sigma factor FliA	No
fliC	flagellar filament structural protein	No
fliD	flagellar filament capping protein	No
fliE	flagellar protein FliE	No
fliF	flagellar basal-body MS-ring and collar protein	No
fliG	flagellar motor switch protein FliG	No
fliH	flagellar biosynthesis protein FliH	No
fliI	flagellar export ATPase FliI	No
fliJ	flagellar biosynthesis protein FliJ	No
fliK	flagellar hook-length control protein	No
fliL	flagellar protein FliL	No
fliM	flagellar motor switch protein FliM	No
fliN	flagellar motor switch protein FliN	No
fliO	flagellar biosynthesis protein FliO	No
fliP	flagellar biosynthesis protein FliP	No
fliQ	flagellar biosynthesis protein FliQ	No
fliR	flagellar biosynthesis protein FliR	No
fliS	flagellar biosynthesis protein FliS	No
fliT	flagellar biosynthesis protein FliT	No
fliX	small RNA FliX	No
fliZ	DNA-binding transcriptional regulator FliZ	No
flk	putative flagella assembly protein	No
flu	self recognizing antigen 43 (Ag43)	No
flxA	PF14282 family protein FlxA	No
fmt	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet)	No
fnr	DNA-binding transcriptional dual regulator FNR	No
fnrS	small regulatory RNA FnrS	No
focA	formate channel FocA	No
focB	formate channel FocB	No
folA	dihydrofolate reductase	No
folB	dihydroneopterin aldolase	No
folC	bifunctional folylpolyglutamate	No
folD	bifunctional methylenetetrahydrofolate	No
folE	GTP cyclohydrolase 1	No
folK	2-amino-4-hydroxy-6-	No
folM	dihydromonapterin reductase	No
folP	dihydropteroate synthase	No
folX	dihydroneopterin triphosphate 2'-epimerase	No
fpr	flavodoxin/ferredoxin-NADP(+) reductase	No
frc	formyl-CoA transferase	No
frdA	fumarate reductase flavoprotein subunit	No
frdB	fumarate reductase [Fe-S] protein	No
frdC	fumarate reductase membrane protein FrdC	No
frdD	fumarate reductase membrane protein FrdD	No
fre	NAD(P)H-flavin reductase	No
frlA	fructoselysine/psicoselysine transporter	No
frlB	fructoselysine 6-phosphate deglycase	No
frlC	fructoselysine 3-epimerase	No
frlD	fructoselysine 6-kinase	No
frlR	DNA-binding transcriptional regulator FrlR	No
frmA	S-(hydroxymethyl)glutathione dehydrogenase	No
frmB	S-formylglutathione hydrolase FrmB	No
frmR	DNA-binding transcriptional repressor FrmR	No
frr	ribosome-recycling factor	No
frsA	fermentation-respiration switch protein	No
fruA	fructose-specific PTS multiphosphoryl transfer	No
fruB	fructose-specific PTS multiphosphoryl transfer	No
fruK	1-phosphofructokinase	No
frvA	putative PTS enzyme IIA component FrvA	No
frvB	putative PTS enzyme IIBC component FrvB	No
frvR	putative DNA-binding transcriptional regulator	No
frvX	peptidase M42 family protein FrvX	No
frwB	putative PTS enzyme IIB component FrwB	No
frwC	putative PTS enzyme IIC component FrwC	No
frwD	putative PTS enzyme IIB component FrwD	No
fryA	putative PTS multiphosphoryl transfer protein	No
fryB	putative PTS enzyme IIB component FryB	No
fryC	putative PTS enzyme IIC component FryC	No
fsaA	fructose-6-phosphate aldolase 1	No
fsaB	fructose-6-phosphate aldolase 2	No
fsr	fosmidomycin efflux pump	No
ftnA	ferritin iron storage protein	No
ftnB	putative ferritin-like protein	No
ftp	FAD:protein FMN transferase	No
ftsA	cell division protein FtsA	No
ftsB	cell division protein FtsB	No
ftsE	cell division protein FtsE	No
ftsH	ATP-dependent zinc metalloprotease FtsH	No
ftsI	peptidoglycan DD-transpeptidase FtsI	No
ftsK	cell division DNA translocase FtsK	No
ftsL	cell division protein FtsL	No
ftsN	cell division protein FtsN	No
ftsO	small regulatory RNA FtsO	No
ftsP	cell division protein FtsP	No
ftsQ	cell division protein FtsQ	No
ftsW	peptidoglycan glycosyltransferase FtsW	No
ftsX	cell division protein FtsX	No
ftsY	signal recognition particle receptor	No
ftsZ	cell division protein FtsZ	No
fucA	L-fuculose-phosphate aldolase	No
fucI	L-fucose isomerase	No
fucK	L-fuculokinase	No
fucO	L-1,2-propanediol oxidoreductase	No
fucP	L-fucose:H(+) symporter	No
fucR	DNA-binding transcriptional activator FucR	No
fucU	L-fucose mutarotase	No
fumA	fumarase A	No
fumB	fumarase B	No
fumC	fumarase C	No
fumD	fumarase D	No
fumE	fumarase E	No
fur	DNA-binding transcriptional dual regulator Fur	No
fusA	elongation factor G	No
fxsA	protein FxsA	No
gabD	succinate-semialdehyde dehydrogenase (NADP(+))	No
gabP	4-aminobutanoate:H(+) symporter	No
gabT	4-aminobutyrate aminotransferase GabT	No
gadA	glutamate decarboxylase A	No
gadB	glutamate decarboxylase B	No
gadC	L-glutamate:4-aminobutyrate antiporter	No
gadE	DNA-binding transcriptional activator GadE	No
gadF	small regulatory RNA GadF	No
gadW	DNA-binding transcriptional dual regulator GadW	No
gadX	DNA-binding transcriptional dual regulator GadX	No
gadY	small regulatory RNA GadY	No
galE	UDP-glucose 4-epimerase	No
galF	UTP:glucose-1-phosphate uridylyltransferase, low	No
galK	galactokinase	No
galM	galactose-1-epimerase	No
galP	galactose:H(+) symporter	No
galR	DNA-binding transcriptional dual regulator GalR	No
galS	DNA-binding transcriptional dual regulator GalS	No
galT	galactose-1-phosphate uridylyltransferase	No
galU	UTP--glucose-1-phosphate uridylyltransferase	No
gapA	glyceraldehyde-3-phosphate dehydrogenase A	No
garD	galactarate dehydratase	No
garK	glycerate 2-kinase 1	No
garL	alpha-dehydro-beta-deoxy-D-glucarate aldolase	No
garP	galactarate/D-glucarate transporter GarP	No
garR	tartronate semialdehyde reductase	No
gatA	galactitol-specific PTS enzyme IIA component	No
gatB	galactitol-specific PTS enzyme IIB component	No
gatD	galactitol-1-phosphate 5-dehydrogenase	No
gatR	DNA-binding transcriptional repressor GatR,	No
gatY	tagatose-1,6-bisphosphate aldolase 2	No
gatZ	putative tagatose-1,6-bisphosphate aldolase 2	No
gcd	quinoprotein glucose dehydrogenase	No
gcl	glyoxylate carboligase	No
gcvA	DNA-binding transcriptional dual regulator GcvA	No
gcvB	small regulatory RNA GcvB	No
gcvH	glycine cleavage system H protein	No
gcvP	glycine decarboxylase	No
gcvR	transcriptional regulator GcvR	No
gcvT	aminomethyltransferase	No
gdhA	glutamate dehydrogenase	No
gdx	guanidinium exporter	No
gfcA	threonine-rich inner membrane protein GfcA	No
gfcB	lipoprotein GfcB	No
gfcC	capsule biosynthesis GfcC family protein	No
gfcD	putative lipoprotein GfcD	No
gfcE	putative exopolysaccharide export lipoprotein	No
ggt	glutathione hydrolase proenzyme	No
ghoS	antitoxin of the GhoTS toxin-antitoxin system	Yes
ghoT	toxin of the GhoTS toxin-antitoxin system	Yes
ghrA	glyoxylate/hydroxypyruvate reductase A	No
ghrB	glyoxylate reductase	No
ghxP	guanine/hypoxanthine transporter GhxP	No
ghxQ	guanine/hypoxanthine transporter GhxQ	No
glaH	glutarate dioxygenase GlaH	No
glaR	DNA-binding transcriptional repressor GlaR	No
glcA	glycolate/lactate:H(+) symporter GlcA	No
glcB	malate synthase G	No
glcC	DNA-binding transcriptional dual regulator GlcC	No
glcD	glycolate dehydrogenase, predicted FAD-linked	No
glcE	glycolate dehydrogenase, predicted FAD-binding	No
glcF	glycolate dehydrogenase, [Fe-S] subunit	No
glcG	putative heme-binding protein GlcG	No
gldA	L-1,2-propanediol dehydrogenase/glycerol	No
glf	UDP-galactopyranose mutase	No
glgA	glycogen synthase	No
glgB	1,4-alpha-glucan branching enzyme	No
glgC	glucose-1-phosphate adenylyltransferase	No
glgP	glycogen phosphorylase	No
glgS	surface composition regulator	No
glgX	limit dextrin alpha-1,6-glucohydrolase	No
glk	glucokinase	No
glmM	phosphoglucosamine mutase	No
glmS	L-glutamine--D-fructose-6-phosphate	No
glmU	fused N-acetylglucosamine-1-phosphate	No
glmY	small regulatory RNA GlmY	No
glmZ	small regulatory RNA GlmZ	No
glnA	glutamine synthetase	No
glnB	nitrogen regulatory protein PII-1	No
glnD	protein-PII	No
glnE	fused glutamine synthetase deadenylase/glutamine	No
glnG	DNA-binding transcriptional dual regulator NtrC	No
glnH	L-glutamine ABC transporter periplasmic binding	No
glnK	nitrogen regulatory protein PII-2	No
glnL	protein histidine kinase NtrB	No
glnP	L-glutamine ABC transporter membrane subunit	No
glnQ	L-glutamine ABC transporter ATP binding subunit	No
glnS	glutamine--tRNA ligase	No
glnU	tRNA-Gln	No
glnV	tRNA-Gln	No
glnW	tRNA-Gln	No
glnX	tRNA-Gln	No
glnZ	small regulatory RNA GlnZ	No
gloA	lactoylglutathione lyase	No
gloB	hydroxyacylglutathione hydrolase GloB	No
gloC	hydroxyacylglutathione hydrolase GloC	No
glpA	anaerobic glycerol-3-phosphate dehydrogenase	No
glpB	anaerobic glycerol-3-phosphate dehydrogenase	No
glpC	anaerobic glycerol-3-phosphate dehydrogenase	No
glpD	aerobic glycerol 3-phosphate dehydrogenase	No
glpE	thiosulfate sulfurtransferase GlpE	No
glpF	glycerol facilitator	No
glpG	rhomboid protease GlpG	No
glpK	glycerol kinase	No
glpQ	glycerophosphoryl diester phosphodiesterase	No
glpT	sn-glycerol 3-phosphate:phosphate antiporter	No
glpX	fructose-1,6-bisphosphatase 2	No
glrK	histidine kinase GlrK	No
glrR	DNA-binding transcriptional activator GlrR	No
